Shoe_Link,Shoe_Brand,Shoe_Name,Shoe_Price,Shoe_Color
https://www.backcountry.com/la-sportiva-stickit-frixion-rs-climbing-shoe-kids,La Sportiva,Stickit FriXion RS Climbing Shoe - Kids',59.00,Chili/Poppy
https://www.backcountry.com/scarpa-veloce-rock-climbing-shoe,Scarpa,Veloce Climbing Shoe,174.95,Black/Yellow
https://www.backcountry.com/scarpa-drago-lv-climbing-shoe,Scarpa,Drago LV Climbing Shoe,218.95,White
https://www.backcountry.com/la-sportiva-miura-vs-climbing-shoe,La Sportiva,Miura VS Vibram XS Edge Climbing Shoe,199.00,Yellow
https://www.backcountry.com/butora-libra-climbing-shoe-tight-fit-womens,Butora,Libra Climbing Shoe - Tight Fit - Women's,119.99,Print
https://www.backcountry.com/butora-acro-climbing-shoe-tight-fit,Butora,Acro Climbing Shoe - Tight Fit,174.95,Blue
https://www.backcountry.com/scarpa-quantic-climbing-shoe,Scarpa,Quantic Climbing Shoe,184.95,Dust Grey/Mango
https://www.backcountry.com/scarpa-reflex-v-climbing-shoe,Scarpa,Reflex V Climbing Shoe,118.95,Black/Flame
https://www.backcountry.com/tenaya-arai-climbing-shoe,Tenaya,Arai Climbing Shoe,124.95,Blue/Black
https://www.backcountry.com/red-chili-fusion-climbing-shoe,Red Chili,Fusion Climbing Shoe,154.95,Oasis
https://www.backcountry.com/black-diamond-shadow-climbing-shoe,Black Diamond,Shadow Climbing Shoe,189.95,Black
https://www.backcountry.com/red-chili-magnet-climbing-shoe,Red Chili,Magnet Climbing Shoe,154.95,Dark Blue
https://www.backcountry.com/butora-endeavor-climbing-shoe-tight-fit-womens,Butora,Endeavor Tight Fit Climbing Shoe - Women's,114.95,Lavender
https://www.backcountry.com/scarpa-reflex-v-climbing-shoe-womens,Scarpa,Reflex V Climbing Shoe - Women's,118.95,Black/Ceramic
https://www.backcountry.com/black-diamond-method-climbing-shoe-womens,Black Diamond,Method Climbing Shoe - Women's,154.95,Patina
https://www.backcountry.com/scarpa-force-x-climbing-shoe-vibram-xs-edge-womens,Scarpa,Force V Climbing Shoe - Women's,168.95,Ice Fall/Mandarin Red
https://www.backcountry.com/tenaya-oasi-climbing-shoe-mens,Tenaya,Oasi Climbing Shoe,184.95,White/Blue
https://www.backcountry.com/tenaya-ra-climbing-shoe-mens,Tenaya,RA Climbing Shoe,154.95,White/Orange
https://www.backcountry.com/butora-mantra-climbing-shoe-wide-fit,Butora,Mantra Wide Fit Climbing Shoe,159.99,Green
https://www.backcountry.com/la-sportiva-skwama-vegan-climbing-shoe-mens,La Sportiva,Skwama Vegan Climbing Shoe,199.00,Black/Flash Green
https://www.backcountry.com/la-sportiva-miura-vs-vibram-xs-grip2-climbing-shoe-womens,La Sportiva,Miura VS Vibram XS Grip2 Climbing Shoe - Women's,199.00,Blue
https://www.backcountry.com/black-diamond-aspect-climbing-shoe,Black Diamond,Aspect Climbing Shoe,159.95,Aluminum
https://www.backcountry.com/evolv-phantom-climbing-shoe,Evolv,Phantom Climbing Shoe,205.00,Black/White
https://www.backcountry.com/scarpa-instinct-vsr-climbing-shoe,Scarpa,Instinct VSR Climbing Shoe,208.95,Black/Azure
https://www.backcountry.com/la-sportiva-theory-climbing-shoe-womens,La Sportiva,Theory Climbing Shoe - Women's,199.00,Black/Hibiscus
https://www.backcountry.com/scarpa-veloce-climbing-shoe-womens,Scarpa,Veloce Climbing Shoe - Women's,174.95,Light Grey/Maldive
https://www.backcountry.com/evolv-phantom-lv-climbing-shoe,Evolv,Phantom LV Climbing Shoe,205.00,White/Black
https://www.backcountry.com/salewa-wildfire-2-ptx-hiking-shoe-kids,Salewa,Wildfire 2 PTX Approach Shoe - Kids',89.95,Fluo Coral/Syrah
https://www.backcountry.com/unparallel-sirius-lace-shoe,UnParallel,Sirius Lace Shoe,159.95,Blue/Black
https://www.backcountry.com/unparallel-tn-pro-lv-shoe,UnParallel,TN Pro LV Shoe,159.95,Turquoise Green
https://www.backcountry.com/la-sportiva-testarossa-vibram-xs-grip2-climbing-shoe,La Sportiva,Testarossa Climbing Shoe,219.00,Red/Black
https://www.backcountry.com/butora-mantra-climbing-shoe-tight-fit,Butora,Mantra Climbing Shoe - Tight Fit,159.99,Tiger Lily
https://www.backcountry.com/ocun-ozone-hv-climbing-shoe,Ocun,Ozone HV Climbing Shoe,169.95,Dark Blue
https://www.backcountry.com/scarpa-drago-climbing-shoe-kids,Scarpa,Drago Climbing Shoe - Kids',114.95,Yellow
https://www.backcountry.com/la-sportiva-futura-climbing-shoe-women,La Sportiva,Futura Climbing Shoe - Women's,199.00,Jade Green/White
https://www.backcountry.com/butora-gomi-wide-fit-climbing-shoe,Butora,Gomi Wide Fit Climbing Shoe,159.95,Seagrass
https://www.backcountry.com/tenaya-indalo-climbing-shoe,Tenaya,Indalo Climbing Shoe,209.95,One Color
https://www.backcountry.com/la-sportiva-kubo-climbing-shoe,La Sportiva,Kubo Climbing Shoe,159.00,Goji/Neon
https://www.backcountry.com/scarpa-vapor-climbing-shoe-womens,Scarpa,Vapor Climbing Shoe - Women's,198.95,Dust Gray/Aqua
https://www.backcountry.com/evolv-zenist-climbing-shoe-womens,Evolv,Zenist Climbing Shoe - Women's,170.00,White/Teal/Black
https://www.backcountry.com/mad-rock-redline-strap-climbing-shoe,Mad Rock,Redline Strap Climbing Shoe,148.95,Red/Black/White
https://www.backcountry.com/scarpa-booster-climbing-shoe,Scarpa,Booster Climbing Shoe,218.95,Black/Orange
https://www.backcountry.com/butora-altura-climbing-shoe-tight-fit,Butora,Altura Climbing Shoe - Tight Fit,179.95,Orange
https://www.backcountry.com/black-diamond-method-climbing-shoe-mens,Black Diamond,Method Climbing Shoe - Men's,154.95,Envy Green
https://www.backcountry.com/tenaya-iati,Tenaya,Iati Climbing Shoe,189.95,White/Red
https://www.backcountry.com/evolv-eldo-z-climbing-shoe,Evolv,Eldo Z Adaptive Climbing Shoe,70.00,Black
https://www.backcountry.com/butora-altura-climbing-shoe-wide-fit,Butora,Altura Wide Fit Climbing Shoe,179.95,Green
https://www.backcountry.com/evolv-shaman-lace-climbing-shoe,Evolv,Shaman Lace Climbing Shoe,195.00,Gold/Grey/White
https://www.backcountry.com/black-diamond-shadow-lv-climbing-shoe,Black Diamond,Shadow LV Climbing Shoe,189.95,Black
https://www.backcountry.com/butora-acro-climbing-shoe-wide-fit,Butora,Acro Wide Fit Climbing Shoe,174.95,Orange
https://www.backcountry.com/butora-acro-comp-tight-fit-climbing-shoe,Butora,Acro Comp Climbing Shoe - Narrow Fit,174.95,Pink
https://www.backcountry.com/tenaya-inti-climbing-shoe-mens,Tenaya,Inti Climbing Shoe,154.95,White/Black
https://www.backcountry.com/unparallel-flagship-lv-shoe,UnParallel,Flagship LV Shoe,169.95,Turquoise Green
https://www.backcountry.com/butora-altura-climbing-shoe-tight-fit-bta0009,Butora,Altura Climbing Shoe - Tight Fit,179.95,Orange
https://www.backcountry.com/butora-acro-comp-wide-fit-climbing-shoe,Butora,Acro Comp Wide Fit Climbing Shoe,174.95,Black
https://www.backcountry.com/five-ten-aleon-climbing-shoe,Five Ten,Aleon Climbing Shoe,190.00,Active Red/Black/Grey One
https://www.backcountry.com/evolv-shaman-pro-shoe,Evolv,Shaman Pro Shoe,205.00,Black/White
https://www.backcountry.com/black-diamond-momentum-climbing-shoe-kids,Black Diamond,Momentum Climbing Shoe - Kids',64.95,Envy Green
https://www.backcountry.com/salewa-wildfire-gtx-hiking-shoe-womens,Salewa,Wildfire GTX Hiking Shoe - Women's,76.48,Poseidon/Capri
https://www.backcountry.com/unparallel-lyra-shoe,UnParallel,Lyra Shoe,169.95,Deep Blue/Orange Pinch
https://www.backcountry.com/zamberlan-half-dome-velcro-rr-hiking-boot-mens,Zamberlan,Half Dome Velcro RR Hiking Shoe - Men's,112.48,Dark Grey
https://www.backcountry.com/scarpa-rapid-approach-shoe-mens,Scarpa,Rapid Approach Shoe - Men's,158.95,Blue/Acid Lime
https://www.backcountry.com/evolv-adaptive-foot-eaf,Evolv,Adaptive Foot (EAF),200.00,Blue
https://www.backcountry.com/ocun-ozone-climbing-shoe,Ocun,Ozone Climbing Shoe,169.95,Red
https://www.backcountry.com/tenaya-ra-climbing-shoe-womens,Tenaya,Ra LV Climbing Shoe,154.95,One Color
https://www.backcountry.com/five-ten-niad-lace-climbing-shoe-womens,Five Ten,Niad Lace Climbing Shoe - Women's,150.00,Core Black/Core Black/Acid Mint
https://www.backcountry.com/ocun-jett-lace-climbing-shoe,Ocun,Jett Lace Climbing Shoe,119.95,One Color
https://www.backcountry.com/ocun-diamond-climbing-shoe,Ocun,Diamond Climbing Shoe,169.95,One Color
https://www.backcountry.com/red-chili-voltage-lace-climbing-shoe,Red Chili,Voltage Lace Climbing Shoe,179.95,Wasabi
https://www.backcountry.com/la-sportiva-solution-vibram-xs-grip2-climbing-shoe-womens,La Sportiva,Solution Climbing Shoe - Women's,199.00,White/Lily Orange
https://www.backcountry.com/evolv-geshido-climbing-shoe,Evolv,Geshido Climbing Shoe,175.00,Black/Teal/White
https://www.backcountry.com/red-chili-mystix-climbing-shoe,Red Chili,Mystix Climbing Shoe,189.95,Snow
https://www.backcountry.com/red-chili-puzzle-climbing-shoe-kids,Red Chili,Puzzle Climbing Shoe - Kids',124.95,Neon Coral
https://www.backcountry.com/scarpa-quantic-climbing-shoe-womens,Scarpa,Quantic Climbing Shoe - Women's,184.95,Dust Grey/Black
https://www.backcountry.com/scarpa-boostic-climbing-shoe-vibram-xs-edge,Scarpa,Boostic Climbing Shoe,218.95,Black/Azure
https://www.backcountry.com/tenaya-mastia-climbing-shoe,Tenaya,Mastia Climbing Shoe,199.95,One Color
https://www.backcountry.com/boreal-lynx-climbing-shoe,Boreal,Lynx Climbing Shoe,89.97,One Color
https://www.backcountry.com/scarpa-instinct-climbing-shoe-vibram-xs-grip2,Scarpa,Instinct Climbing Shoe - Men's,208.95,Black/Orange
https://www.backcountry.com/butora-altura-climbing-shoe-wide-fit-bta000a,Butora,Altura Wide Fit Climbing Shoe,179.95,Green
https://www.backcountry.com/scarpa-furia-air-climbing-shoe,Scarpa,Furia Air Climbing Shoe,218.95,Baltic Blue/Yellow
https://www.backcountry.com/evolv-yosemite-bum-lv-shoe,Evolv,Yosemite Bum LV Shoe,205.00,Shadow/Gray
https://www.backcountry.com/evolv-defy-lace-climbing-shoe,Evolv,Defy Lace Climbing Shoe,129.00,Fog Gray / Banana
https://www.backcountry.com/tenaya-tanta-lace-climbing-shoe,Tenaya,Tanta Lace Climbing Shoe,99.95,One Color
https://www.backcountry.com/scarpa-instinct-climbing-shoe-womens,Scarpa,Instinct Climbing Shoe - Women's,208.95,Black/Aqua
https://www.backcountry.com/ocun-jett-crack-climbing-shoe,Ocun,Jett Crack Climbing Shoe,169.95,Grey/Red
https://www.backcountry.com/evolv-geshido-climbing-shoe-womens,Evolv,Geshido Climbing Shoe - Women's,175.00,White/Coral/Black
https://www.backcountry.com/outdoor-research-crocodiles-gaiter-mens,Outdoor Research,Crocodiles Gaiter,88.95,Chili/Black
https://www.backcountry.com/salewa-wildfire-2-gtx-approach-shoe-mens,Salewa,Wildfire 2 GTX Approach Shoe - Men's,189.95,Bungee Cord/Black
https://www.backcountry.com/salewa-wildfire-2-gtx-approach-shoe-womens,Salewa,Wildfire 2 GTX Approach Shoe - Women's,189.95,Black/Black
https://www.backcountry.com/unparallel-tn-pro-shoe,UnParallel,TN Pro Shoe,159.95,Yellow Star/Grey
https://www.backcountry.com/evolv-shaman-pro-lv-shoe,Evolv,Shaman Pro LV Shoe,205.00,Black/Beet Red
https://www.backcountry.com/outdoor-research-expedition-crocodile-gaiter,Outdoor Research,Expedition Crocodile Gaiter,98.95,Chili/Black
https://www.backcountry.com/evolv-yosemite-bum-shoe,Evolv,Yosemite Bum Shoe,205.00,Shadow/Black
https://www.backcountry.com/salewa-wildfire-2-shoe-womens,Salewa,Wildfire 2 Shoe - Women's,159.95,Duck Green/Black
https://www.backcountry.com/black-diamond-gtx-frontpoint-gaiter,Black Diamond,FrontPoint GTX Gaiter,79.95,Black
https://www.backcountry.com/salewa-wildfire-edge-hiking-shoe-mens,Salewa,Wildfire Edge Hiking Shoe - Men's,169.95,Premium Navy/Fluo Navy
https://www.backcountry.com/rab-muztag-gtx-gaiter-womens,Rab,Muztag GTX Gaiter - Women's,51.00,Black
https://www.backcountry.com/rab-trek-gaiter-womens,Rab,Trek Gaiter - Women's,55.00,Atlantis
https://www.backcountry.com/rab-latok-gtx-gaiter,Rab,Latok GTX Gaiter,90.00,Ascent Red
https://www.backcountry.com/black-diamond-apex-gtx-gaiter,Black Diamond,Apex GTX Gaiter,89.95,Black
https://www.backcountry.com/salewa-wildfire-edge-hiking-shoe-womens,Salewa,Wildfire Edge Hiking Shoe - Women's,169.95,Malta/Vivacious
https://www.backcountry.com/black-diamond-cirque-gaiter,Black Diamond,Cirque Gaiter,59.95,Black
https://www.backcountry.com/la-sportiva-tx2-evo-approach-shoe-womens,La Sportiva,TX2 Evo Approach Shoe - Women's,89.40,Carbon/Hibiscus
https://www.backcountry.com/evolv-cruzer-psyche-approach-shoe-womens,Evolv,Cruzer Psyche Approach Shoe - Women's,39.48,Black
https://www.backcountry.com/black-diamond-prime-approach-shoe-womens,Black Diamond,Prime Approach Shoe - Women's,67.50,Birch/Mulberry
https://www.backcountry.com/black-diamond-session-suede-approach-shoe-mens,Black Diamond,Session Suede Approach Shoe - Men's,70.00,Alloy
https://www.backcountry.com/asolo-apex-shoe-womens,Asolo,Apex Shoe - Women's,92.00,Donkey/Cyan Blue
https://www.backcountry.com/adidas-terrex-terrex-swift-solo-approach-shoe-mens,Adidas TERREX,Terrex Swift Solo Approach Shoe - Men's,109.95,Blue Fusion/Core Black/Solar Gold
https://www.backcountry.com/black-diamond-mission-lt-approach-shoe-womens,Black Diamond,Mission LT Approach Shoe - Women's,72.50,Anthracite/Wisteria
https://www.backcountry.com/scarpa-gecko-approach-shoe-womens,Scarpa,Gecko Approach Shoe - Women's,178.95,Mid Gray/Aqua
https://www.backcountry.com/evolv-zender-approach-shoe-mens,Evolv,Zender Approach Shoe - Men's,54.42,Forest
https://www.backcountry.com/la-sportiva-tx3-approach-shoe-womens,La Sportiva,TX3 Approach Shoe - Women's,159.00,Emerald/Mint
https://www.backcountry.com/la-sportiva-tx4-approach-shoe-womens,La Sportiva,TX4 Approach Shoe - Women's,159.00,Carbon/Aqua
https://www.backcountry.com/the-north-face-larimer-lace-approach-shoe-mens,The North Face,Larimer Lace Approach Shoe - Men's,83.26,Athletic Empathy/TNF Black
https://www.backcountry.com/la-sportiva-tx2-evo-leather-approach-shoe-womens,La Sportiva,TX2 Evo Leather Approach Shoe - Women's,83.40,Carbon/Red Plum
https://www.backcountry.com/black-diamond-session-shoe-womens,Black Diamond,Session Shoe - Women's,65.00,Rosewood
https://www.backcountry.com/black-diamond-technician-approach-shoe-womens,Black Diamond,Technician Approach Shoe - Women's,67.50,Nickel/Minted
https://www.backcountry.com/la-sportiva-tx-guide-leather-approach-shoe-mens,La Sportiva,TX Guide Leather Approach Shoe - Men's,103.35,Carbon/Lime Punch
https://www.backcountry.com/black-diamond-tag-lt-approach-shoe-mens,Black Diamond,Tag LT Approach Shoe - Men's,87.00,Alloy/Ultra Blue
https://www.backcountry.com/the-north-face-summit-cragstone-pro-shoe-womens,The North Face,Summit Cragstone Pro Shoe - Women's,168.95,TNF Black/TNF Red
https://www.backcountry.com/scarpa-crux-shoe-womens,Scarpa,Crux Shoe - Women's,148.95,Shark/Blue Radiance
https://www.backcountry.com/la-sportiva-tx4-approach-shoe-mens,La Sportiva,TX4 Approach Shoe - Men's,159.00,Carbon/Flame
https://www.backcountry.com/scarpa-mojito-shoe-womens,Scarpa,Mojito Shoe - Women's,77.48,Air Blue
https://www.backcountry.com/black-diamond-mission-leather-mid-wp-approach-shoe-womens,Black Diamond,Mission Leather Mid WP Approach Shoe - Women's,90.00,Steel Grey/Costal Blue
https://www.backcountry.com/scarpa-zen-pro-hiking-shoe-mens,Scarpa,Zen Pro Shoe - Men's,136.46,Charcoal/Tonic
https://www.backcountry.com/vasque-juxt-wide-appproach-shoe-mens,Vasque,Juxt Wide Approach Shoe - Men's,120.00,Aluminum/Chili Pepper
https://www.backcountry.com/butora-wing-approach-shoe-mens,Butora,Wing Approach Shoe - Men's,42.09,Brown
https://www.backcountry.com/la-sportiva-tx-guide-approach-shoe-mens,La Sportiva,TX Guide Approach Shoe - Men's,179.00,Carbon/Goji
https://www.backcountry.com/scarpa-gecko-approach-shoe-mens,Scarpa,Gecko Approach Shoe - Men's,178.95,Shark/Azure
https://www.backcountry.com/la-sportiva-boulder-x-approach-shoe-mens,La Sportiva,Boulder X Approach Shoe - Men's,129.00,Clay/Saffron
https://www.backcountry.com/la-sportiva-tx3-approach-shoe-mens,La Sportiva,TX3 Approach Shoe - Men's,159.00,Spicy Orange
https://www.backcountry.com/la-sportiva-tx2-evo-leather-approach-shoe-mens,La Sportiva,TX2 Evo Leather Approach Shoe - Men's,139.00,Carbon/Goji
https://www.backcountry.com/the-north-face-dankyu-pro-x-katiyo-approach-shoe-mens,The North Face,Dankyu Pro x Katiyo Approach Shoe - Men's,148.95,Athletic Empathy/TNF Black
https://www.backcountry.com/scarpa-mojito-shoe-mens,Scarpa,Mojito Shoe - Men's,178.95,Lake Blue
https://www.backcountry.com/vasque-juxt-hiking-shoe-mens,Vasque,Juxt Hiking Shoe - Men's,120.00,Aluminum/Chili Pepper
https://www.backcountry.com/black-diamond-session-suede-approach-shoe-womens,Black Diamond,Session Suede Approach Shoe - Women's,70.00,Storm Blue
https://www.backcountry.com/evolv-cruzer-psyche-approach-shoe-mens-evl001f,Evolv,Cruzer Psyche Approach Shoe - Men's,55.26,Granite
https://www.backcountry.com/the-north-face-summit-cragstone-pro-shoe-mens,The North Face,Summit Cragstone Pro Shoe - Men's,168.95,TNF Black/TNF Red
https://www.backcountry.com/evolv-rebel-approach-shoe-womens,Evolv,Rebel Approach Shoe - Women's,99.00,Shitake
https://www.backcountry.com/la-sportiva-tx-guide-approach-shoe-womens,La Sportiva,TX Guide Approach Shoe - Women's,169.00,Moon/Marigold
https://www.backcountry.com/la-sportiva-tx2-evo-approach-shoe-mens,La Sportiva,TX2 Evo Approach Shoe - Men's,159.00,Beetle/Citrus
https://www.backcountry.com/evolv-rebel-approach-shoe-mens,Evolv,Rebel Approach Shoe - Men's,74.21,Black
https://www.backcountry.com/la-sportiva-boulder-x-approach-shoe-womens,La Sportiva,Boulder X Approach Shoe - Women's,149.00,Carbon/Beet
https://www.backcountry.com/la-sportiva-tx-guide-leather-approach-shoe-womens,La Sportiva,TX Guide Leather Approach Shoe - Women's,169.00,Cloud/Love Potion
https://www.backcountry.com/scarpa-mojito-bio-approach-shoe-mens,Scarpa,Mojito Bio Shoe - Men's,188.95,Military
https://www.backcountry.com/the-north-face-cragstone-wp-shoe-mens,The North Face,Cragstone WP Shoe - Men's,134.95,Military Olive/TNF Black
https://www.backcountry.com/scarpa-crux-shoe-mens,Scarpa,Crux Shoe - Men's,148.95,Shark/Tonic
https://www.backcountry.com/black-diamond-prime-approach-shoe-mens,Black Diamond,Prime Approach Shoe - Men's,135.00,Granite
https://www.backcountry.com/five-ten-fivetennie-approach-shoe-womens,Five Ten,Fivetennie Approach Shoe - Women's,74.97,Carbon/Black/Ash Grey
https://www.backcountry.com/black-diamond-mission-lt-approach-shoe-mens,Black Diamond,Mission LT Approach Shoe - Men's,79.75,Nickel/Ultra Blue
